geneNames	start	end	chr	entrezgene
ENSG00000001460	STPG1	24683489	24743424	1	90529
ENSG00000001461	NIPAL3	24742284	24799466	1	57185
ENSG00000117602	RCAN3	24829387	24867530	1	11123
ENSG00000184454	NCMAP	24882602	24935819	1	400746
ENSG00000133226	SRRM1	24958207	24999758	1	10250
ENSG00000169504	CLIC4	25071848	25170815	1	25932
ENSG00000020633	RUNX3	25226002	25291612	1	864
ENSG00000229162	RP11-84D1.1	25287836	25289588	1	NA
ENSG00000231953	RP4-706G24.1	25534630	25535360	1	NA
ENSG00000117614	SYF2	25549170	25558993	1	25949
ENSG00000117616	C1orf63	25568728	25664704	1	57035
ENSG00000272432	RP3-465N24.6	25574328	25574812	1	NA
ENSG00000261349	RP3-465N24.5	25592593	25593627	1	NA
ENSG00000187010	RHD	25598884	25656936	1	6007
ENSG00000224183	SDHDP6	25620655	25621134	1	NA
ENSG00000259984	RP11-335G20.7	25662920	25663956	1	NA
ENSG00000183726	TMEM50A	25664408	25688852	1	23585
ENSG00000188672	RHCE	25688740	25756683	1	6006
ENSG00000238084	RP3-469D22.1	25725203	25725771	1	NA
ENSG00000204178	TMEM57	25757388	25826700	1	55219
ENSG00000157978	LDLRAP1	25870071	25895377	1	26119
ENSG00000225643	RP11-70P17.1	25907969	25916847	1	NA
ENSG00000117643	MAN1C1	25943959	26112698	1	57134
ENSG00000233478	RP1-187B23.1	25971035	25985602	1	NA
ENSG00000162430	SEPN1	26126667	26144713	1	57190
ENSG00000228172	RP1-317E23.3	26143240	26146263	1	NA
ENSG00000117640	MTFR1L	26145131	26159432	1	56181
ENSG00000272478	RP1-317E23.7	26158404	26158625	1	NA
ENSG00000127423	AUNIP	26158414	26185903	1	79000
ENSG00000236528	RP1-125I3.2	26186104	26189911	1	NA
ENSG00000182749	PAQR7	26187701	26197744	1	164091
ENSG00000117632	STMN1	26210672	26233482	1	3925
ENSG00000229786	SNRPFP2	26213851	26214101	1	NA
ENSG00000264021	MIR3917	26232853	26232945	1	NA
ENSG00000158006	PAFAH2	26286258	26324648	1	5051
ENSG00000158008	EXTL1	26346375	26362955	1	2134
ENSG00000158014	SLC30A2	26363743	26372624	1	7780
ENSG00000158022	TRIM63	26377795	26394927	1	84676
ENSG00000175087	PDIK1L	26437664	26452034	1	149420
ENSG00000197245	FAM110D	26485511	26489119	1	79927
ENSG00000142684	ZNF593	26496362	26498551	1	51042
ENSG00000236782	RP11-96L14.7	26496438	26498312	1	NA
ENSG00000142675	CNKSR1	26503894	26516377	1	10256
ENSG00000188782	CATSPER4	26517052	26529459	1	378807
ENSG00000236155	RP11-231P20.2	26536232	26556331	1	101928303
ENSG00000130695	CEP85	26560691	26605299	1	64793
ENSG00000142669	SH3BGRL3	26605667	26608007	1	83442
ENSG00000158062	UBXN11	26607819	26644854	1	91544
ENSG00000169442	CD52	26644448	26647014	1	1043
ENSG00000176092	AIM1L	26648350	26680621	1	55057
ENSG00000225854	RP11-569G9.7	26653179	26653524	1	NA
ENSG00000176083	ZNF683	26688125	26701013	1	257101
ENSG00000131914	LIN28A	26737269	26756213	1	79727
ENSG00000117682	DHDDS	26758773	26797785	1	79947
ENSG00000225891	RP3-476K8.3	26789247	26793773	1	101928324
ENSG00000198830	HMGN2	26798941	26802463	1	3151
ENSG00000117676	RPS6KA1	26856252	26901521	1	6195
ENSG00000260063	RP5-968P14.2	27018623	27020622	1	101928728
ENSG00000117713	ARID1A	27022524	27108595	1	8289
ENSG00000060642	PIGV	27113963	27124889	1	55650
ENSG00000204160	ZDHHC18	27153201	27184093	1	84243
ENSG00000175793	SFN	27189633	27190947	1	2810
ENSG00000142751	GPN2	27202624	27216788	1	54707
ENSG00000226698	RP1-50O24.6	27202624	27204736	1	NA
ENSG00000198746	GPATCH3	27216979	27226957	1	63906
ENSG00000090273	NUDC	27226729	27273353	1	10726
ENSG00000131910	NR0B2	27237980	27240457	1	8431
ENSG00000175707	C1orf172	27276053	27286897	1	126695
ENSG00000253368	TRNP1	27320198	27327389	1	388610
ENSG00000158246	FAM46B	27331511	27339327	1	115572
ENSG00000090020	SLC9A1	27425306	27493472	1	6548
ENSG00000214973	CHCHD3P3	27527325	27527964	1	NA
ENSG00000225159	NPM1P39	27533421	27534287	1	NA
ENSG00000142784	WDTC1	27561007	27635110	1	23038
ENSG00000186501	TMEM222	27648651	27662891	1	84065
ENSG00000241547	RP11-4K3__A.5	27651820	27652287	1	NA
ENSG00000142765	SYTL1	27668513	27680421	1	84958
ENSG00000142733	MAP3K6	27681675	27693383	1	9064
ENSG00000142748	FCN3	27695603	27701315	1	8547
ENSG00000174950	CD164L2	27705666	27709870	1	388611
ENSG00000181773	GPR3	27719148	27722318	1	2827
ENSG00000158195	WASF2	27730730	27816669	1	10163
ENSG00000126705	AHDC1	27860546	27930942	1	27245
ENSG00000000938	FGR	27938575	27961788	1	2268
ENSG00000235912	RP1-159A19.3	27975930	27976121	1	NA
ENSG00000126709	IFI6	27992572	27998729	1	2537
ENSG00000225886	RP11-288L9.4	27995979	27996787	1	NA
ENSG00000009780	FAM76A	28052490	28089633	1	199870
ENSG00000117758	STX12	28099694	28150963	1	23673
ENSG00000270031	RP3-426I6.6	28146494	28146852	1	NA
ENSG00000117751	PPP1R8	28157289	28178187	1	5511
ENSG00000130775	THEMIS2	28199055	28213196	1	9473
ENSG00000117748	RPA2	28218035	28241257	1	6118
ENSG00000130768	SMPDL3B	28261504	28285668	1	27293
ENSG00000158156	XKR8	28285973	28294607	1	55113
ENSG00000158161	EYA3	28296855	28415207	1	2140
ENSG00000228589	SPCS2P4	28421582	28422933	1	NA
ENSG00000169403	PTAFR	28473677	28520447	1	5724
ENSG00000126698	DNAJC8	28525967	28559536	1	22826
ENSG00000130770	ATPIF1	28562620	28573417	1	93974
ENSG00000270605	RP5-1092A3.4	28566020	28567964	1	NA
ENSG00000130766	SESN2	28586038	28609002	1	83667
ENSG00000130772	MED18	28655513	28662476	1	54797
ENSG00000204138	PHACTR4	28696114	28826881	1	65979
ENSG00000180198	RCC1	28832455	28865812	1	1104
ENSG00000242125	SNHG3	28832492	28837404	1	8420
ENSG00000200087	SNORA73B	28835071	28835274	1	26768
ENSG00000180098	TRNAU1AP	28879597	28905051	1	54952
ENSG00000197989	SNHG12	28905050	28909495	1	85028
ENSG00000120656	TAF12	28915835	28969597	1	6883
ENSG00000188060	RAB42	28918712	28921955	1	115273
ENSG00000229388	RP11-442N24__B.1	28969740	28975093	1	105378616
ENSG00000162419	GMEB1	28995244	29045865	1	10691
ENSG00000198492	YTHDF2	29063133	29096287	1	51441
ENSG00000116329	OPRD1	29138654	29190208	1	4985
ENSG00000226852	RP1-212P9.2	29194087	29197779	1	NA
ENSG00000233427	RP1-212P9.3	29196995	29203848	1	NA
ENSG00000159023	EPB41	29213603	29446553	1	2035
ENSG00000253304	TMEM200B	29445940	29450447	1	399474
ENSG00000116350	SRSF4	29474255	29508499	1	6429
ENSG00000116353	MECR	29519385	29557454	1	51102
ENSG00000237934	RP11-467D18.2	29550445	29551328	1	NA
ENSG00000060656	PTPRU	29563028	29653325	1	10076
ENSG00000230523	RP3-437I16.1	29656132	29676626	1	101928460
ENSG00000233399	RP11-111I12.1	30486799	30510459	1	101929406
ENSG00000162510	MATN1	31184124	31196434	1	4146
ENSG00000186056	MATN1-AS1	31191351	31199674	1	100129196
ENSG00000162511	LAPTM5	31205316	31230667	1	7805
ENSG00000223382	RP1-65J11.1	31297075	31307131	1	105378622
ENSG00000162512	SDC3	31342314	31381608	1	9672
ENSG00000134644	PUM1	31404353	31538838	1	9698
ENSG00000084628	NKAIN1	31652592	31712401	1	79570
ENSG00000060688	SNRNP40	31732417	31769662	1	9410
ENSG00000229447	RP11-490K7.4	31736092	31736528	1	NA
ENSG00000121766	ZCCHC17	31769842	31837783	1	51538
ENSG00000229044	RP11-266K22.2	31805914	31819646	1	NA
ENSG00000121769	FABP3	31838472	31849697	1	2170
ENSG00000168528	SERINC2	31882412	31907525	1	347735
ENSG00000228682	RP11-439L8.3	31971841	31974167	1	NA
ENSG00000223907	RP11-439L8.4	31984036	31989846	1	NA
ENSG00000229167	RP11-73M7.1	32037186	32041174	1	NA
ENSG00000142910	TINAGL1	32042116	32053288	1	64129
ENSG00000121764	HCRTR1	32083287	32098119	1	3061
ENSG00000162517	PEF1	32095463	32110497	1	553115
ENSG00000235790	RP11-73M7.6	32109650	32125539	1	NA
ENSG00000084636	COL16A1	32117848	32169920	1	1307
ENSG00000121753	BAI2	32192718	32230494	1	576
ENSG00000254545	RP11-84A19.3	32254731	32256923	1	NA
ENSG00000134668	SPOCD1	32256023	32281652	1	90853
ENSG00000269967	RP11-84A19.4	32317514	32387442	1	NA
ENSG00000184007	PTP4A2	32372022	32410457	1	8073
ENSG00000121774	KHDRBS1	32479430	32526451	1	10657
ENSG00000121775	TMEM39B	32537632	32568467	1	55116
ENSG00000025800	KPNA6	32573639	32642169	1	23633
ENSG00000250135	RP4-622L5.2	32636334	32642169	1	NA
ENSG00000084652	TXLNA	32645287	32663886	1	200081
ENSG00000160050	CCDC28B	32665987	32670988	1	79140
ENSG00000224066	RP4-622L5.7	32670370	32672415	1	NA
ENSG00000160051	IQCC	32671236	32674288	1	55721
ENSG00000222046	DCDC2B	32674695	32681797	1	149069
ENSG00000160055	TMEM234	32680073	32687972	1	56063
ENSG00000084623	EIF3I	32687529	32697205	1	8668
ENSG00000220785	MTMR9LP	32697259	32707221	1	339483
ENSG00000183615	FAM167B	32712834	32714457	1	84734
ENSG00000182866	LCK	32716840	32751766	1	3932
ENSG00000116478	HDAC1	32757687	32799236	1	3065
ENSG00000175130	MARCKSL1	32799433	32801980	1	65108
ENSG00000233775	RP4-811H24.9	32814795	32816264	1	NA
ENSG00000162526	TSSK3	32817122	32829913	1	81629
ENSG00000225828	FAM229A	32826871	32829879	1	100128071
ENSG00000160058	BSDC1	32830704	32860332	1	55108
ENSG00000229259	LRRC37A12P	32888815	32892390	1	NA
ENSG00000176261	ZBTB8OS	33065773	33116504	1	339487
ENSG00000162521	RBBP4	33116743	33151812	1	5928
ENSG00000162520	SYNC	33145507	33169197	1	81493
ENSG00000162522	KIAA1522	33207486	33240571	1	57648
ENSG00000134684	YARS	33240840	33283754	1	8565
ENSG00000116497	S100PBP	33282368	33324476	1	64766
ENSG00000160097	FNDC5	33327869	33338083	1	252995
ENSG00000121905	HPCA	33351595	33364042	1	3208
ENSG00000121900	TMEM54	33360195	33367039	1	113452
ENSG00000116514	RNF19B	33402046	33430286	1	127544
ENSG00000004455	AK2	33473585	33546597	1	204
ENSG00000236065	RP1-117O3.2	33452676	33498070	1	NA
ENSG00000142920	ADC	33546705	33586131	1	113451
ENSG00000116525	TRIM62	33611003	33647660	1	55223
ENSG00000160094	ZNF362	33722146	33766320	1	149076
ENSG00000256142	AL513327.1	33764975	33766320	1	NA
ENSG00000184389	A3GALT2	33772367	33786699	1	127550
ENSG00000225313	RP11-415J8.3	33772967	33791644	1	NA
ENSG00000134686	PHC2	33789224	33896653	1	1912
ENSG00000222112	RN7SKP16	33802167	33802465	1	NA
ENSG00000233246	RP11-415J8.5	33815953	33828846	1	101929464
ENSG00000121903	ZSCAN20	33938246	33962107	1	7579
ENSG00000121904	CSMD2	33979609	34631443	1	114784
ENSG00000176256	HMGB4	34326076	34330392	1	127540
ENSG00000231163	RP5-1007G16.1	34334554	34351059	1	402779
ENSG00000142698	C1orf94	34632484	34684732	1	84970
ENSG00000163866	SMIM12	35178338	35325417	1	113444
ENSG00000189280	GJB5	35220648	35224113	1	2709
ENSG00000189433	GJB4	35225342	35229325	1	127534
ENSG00000255811	RP1-34M23.5	35227027	35253698	1	NA
ENSG00000188910	GJB3	35246790	35251970	1	2707
ENSG00000187513	GJA4	35258599	35261348	1	2701
ENSG00000230163	RP5-997D16.2	35316295	35317156	1	NA
ENSG00000116544	DLGAP3	35331037	35395186	1	58512
ENSG00000241014	RP11-244H3.1	35439957	35450914	1	653160
ENSG00000243749	ZMYM6NB	35447136	35450954	1	100506144
ENSG00000163867	ZMYM6	35449523	35497569	1	9204
ENSG00000197056	ZMYM1	35525387	35581460	1	79830
ENSG00000116560	SFPQ	35641979	35658749	1	6421
ENSG00000146463	ZMYM4	35734568	35887659	1	9202
ENSG00000229994	RPL5P4	35816323	35817208	1	NA
ENSG00000227409	ZMYM4-AS1	35824423	35831678	1	NA
ENSG00000142687	KIAA0319L	35899091	36023551	1	79932
ENSG00000020129	NCDN	36023074	36032875	1	23154
ENSG00000239636	RP4-728D4.2	36035414	36043330	1	105378645
ENSG00000116819	TFAP2E	36038971	36060929	1	339488
ENSG00000126067	PSMB2	36067185	36107445	1	5690
ENSG00000142686	C1orf216	36179476	36185073	1	127703
ENSG00000092853	CLSPN	36185819	36235568	1	63967
ENSG00000232335	RP11-435D7.3	36204990	36209177	1	NA
ENSG00000134698	AGO4	36273773	36323491	1	192670
ENSG00000092847	AGO1	36335409	36395211	1	26523
ENSG00000271914	RP4-789D17.5	36395321	36395716	1	NA
ENSG00000126070	AGO3	36396319	36538101	1	192669
ENSG00000271554	RP4-665N4.8	36457710	36479231	1	NA
ENSG00000232862	RP4-665N4.4	36545667	36547923	1	NA
ENSG00000092850	TEKT2	36549676	36553876	1	27285
ENSG00000116863	ADPRHL2	36554476	36559533	1	54936
ENSG00000171812	COL8A2	36560837	36590821	1	1296
ENSG00000054116	TRAPPC3	36602173	36615098	1	27095
ENSG00000116871	MAP7D1	36621180	36646450	1	55700
ENSG00000054118	THRAP3	36690017	36770958	1	9967
ENSG00000214193	SH3D21	36771988	36790484	1	79729
ENSG00000142694	EVA1B	36787632	36789755	1	55194
ENSG00000116883	RP11-268J15.5	36789335	36794822	1	NA
ENSG00000196182	STK40	36805225	36851497	1	83931
ENSG00000181817	LSM10	36856839	36863493	1	84967
ENSG00000116885	OSCP1	36881428	36916086	1	127700
ENSG00000116898	MRPS15	36921319	36930038	1	64960
ENSG00000119535	CSF3R	36931644	36948879	1	1441
ENSG00000163873	GRIK3	37261128	37499730	1	2899
ENSG00000233621	RP11-422J8.1	37920480	37940012	1	728431
ENSG00000163874	ZC3H12A	37940153	37949980	1	80149
ENSG00000163875	MEAF6	37958176	37980375	1	64769
ENSG00000163877	SNIP1	38000050	38019903	1	79753
ENSG00000237749	RP3-423B22.5	38021843	38022108	1	NA
ENSG00000163879	DNALI1	38022520	38032458	1	7802
ENSG00000134697	GNL2	38032417	38061536	1	29889
ENSG00000169218	RSPO1	38076951	38100595	1	284654
ENSG00000116922	C1orf109	38147242	38157914	1	54955
ENSG00000134690	CDCA8	38158090	38175391	1	55143
ENSG00000183317	EPHA10	38179552	38230805	1	284656
ENSG00000185090	MANEAL	38259474	38266809	1	149175
ENSG00000233728	RP11-109P14.9	38265392	38266551	1	NA
ENSG00000196449	YRDC	38268616	38273857	1	79693
ENSG00000197982	C1orf122	38272651	38275126	1	127687
ENSG00000188786	MTF1	38275239	38325292	1	4520
ENSG00000204084	INPP5B	38326369	38412729	1	3633
ENSG00000230955	RP11-109P14.10	38326369	38327252	1	NA
ENSG00000183431	SF3A3	38422647	38456593	1	10946
ENSG00000183386	FHL3	38462442	38471278	1	2275
ENSG00000183520	UTP11L	38474930	38490496	1	51118
ENSG00000185668	POU3F1	38509523	38512450	1	5453
ENSG00000224592	RP5-884C9.2	38512986	38584697	1	NA
ENSG00000237290	RP11-214L19.1	38674706	38680439	1	339442
ENSG00000238063	RP11-329N22.1	38940868	38942156	1	105378656
ENSG00000215895	RP11-334L9.1	39174603	39176562	1	NA
ENSG00000116954	RRAGC	39303870	39325495	1	64121
ENSG00000228436	RP5-864K19.4	39325672	39385068	1	105378663
ENSG00000158315	RHBDL2	39351479	39407471	1	54933
ENSG00000174574	AKIRIN1	39456895	39471731	1	79647
ENSG00000168653	NDUFS5	39491990	39500308	1	4725
ENSG00000127603	MACF1	39546988	39952849	1	23499
ENSG00000270040	RP11-416A14.1	39672184	39672629	1	NA
ENSG00000183682	BMP8A	39957318	39991607	1	353500
ENSG00000237624	OXCT2P1	39980628	39982162	1	192217
ENSG00000182109	RP11-69E11.4	39987952	40011859	1	NA
ENSG00000243970	PPIEL	39997510	40024379	1	NA
ENSG00000090621	PABPC4	40026488	40042462	1	8761
ENSG00000228060	RP11-69E11.8	40030832	40038875	1	101929516
ENSG00000163909	HEYL	40089825	40105617	1	26508
ENSG00000116981	NT5C1A	40124793	40137710	1	84618
ENSG00000116983	HPCAL4	40144320	40157361	1	51440
ENSG00000084072	PPIE	40157854	40229586	1	10450
ENSG00000116985	BMP8B	40222854	40254533	1	656
ENSG00000198754	OXCT2	40235195	40237020	1	64064
ENSG00000261798	RP1-118J21.25	40254648	40255843	1	101929536
ENSG00000043514	TRIT1	40306723	40349183	1	54802
ENSG00000116990	MYCL	40361098	40367928	1	4610
ENSG00000236546	RP1-118J21.5	40363417	40364770	1	105378668
ENSG00000168389	MFSD2A	40420802	40435638	1	84879
ENSG00000228477	RP3-342P20.2	40428352	40429076	1	NA
ENSG00000131236	CAP1	40505905	40538321	1	10487
ENSG00000131238	PPT1	40538379	40563375	1	5538
ENSG00000226745	RP11-115D7.3	40598436	40599120	1	NA
ENSG00000117000	RLF	40627045	40706593	1	6018
ENSG00000188800	TMCO2	40711619	40717363	1	127391
ENSG00000259943	RP1-39G22.7	40722099	40723639	1	NA
ENSG00000084073	ZMPSTE24	40723779	40759856	1	10269
ENSG00000049089	COL9A2	40766159	40783488	1	1298
ENSG00000084070	SMAP2	40810522	40888998	1	64744
ENSG00000187801	ZFP69B	40915774	40929390	1	65243
ENSG00000260920	RP1-228H13.5	40929991	40932436	1	NA
ENSG00000187815	ZFP69	40942887	40962015	1	339559
ENSG00000238287	RP11-656D10.3	40958829	40974333	1	NA
ENSG00000164002	EXO5	40974413	40982228	1	64789
ENSG00000227278	RP11-656D10.5	40980133	40980729	1	NA
ENSG00000238186	RP11-656D10.6	40981426	40982846	1	NA
ENSG00000117010	ZNF684	40997233	41013841	1	127396
ENSG00000117016	RIMS3	41086351	41131329	1	9783
ENSG00000237899	RP4-739H11.3	41134761	41153260	1	NA
ENSG00000272145	RP4-739H11.4	41156052	41157738	1	NA
ENSG00000066136	NFYC	41157320	41237275	1	4802
ENSG00000117013	KCNQ4	41249684	41306124	1	9132
ENSG00000179862	CITED4	41326729	41328018	1	163732
ENSG00000171793	CTPS1	41445007	41478235	1	1503
ENSG00000171790	SLFNL1	41481269	41488909	1	200172
ENSG00000010803	SCMH1	41492872	41707826	1	22955
ENSG00000235358	RP11-399E6.1	41708045	41750533	1	102723924
ENSG00000204060	FOXO6	41827594	41849262	1	100132074
ENSG00000229901	RP11-399E6.4	41840676	41841341	1	101929901
ENSG00000127129	EDN2	41944446	41950344	1	1907
ENSG00000127124	HIVEP3	41972036	42501596	1	59269
ENSG00000230638	RP11-486B10.4	42007740	42010258	1	NA
ENSG00000044012	GUCA2B	42619092	42621495	1	2981
ENSG00000197273	GUCA2A	42628362	42630389	1	2980
ENSG00000198815	FOXJ3	42642210	42801548	1	22887
ENSG00000227527	RP11-223A3.1	42801057	42804047	1	NA
ENSG00000177181	RIMKLA	42846466	42888249	1	284716
ENSG00000066185	ZMYND12	42896000	42921938	1	84217
ENSG00000127125	PPCS	42921788	42939056	1	79717
ENSG00000186409	CCDC30	42929001	43120335	1	728621
ENSG00000236876	TMSB4XP1	42965876	42966067	1	NA
ENSG00000171960	PPIH	43124096	43142429	1	10465
ENSG00000234917	RP5-994D16.3	43144406	43147325	1	NA
ENSG00000065978	YBX1	43148098	43168020	1	4904
ENSG00000164007	CLDN19	43198764	43205925	1	149461
ENSG00000117385	LEPRE1	43212006	43232755	1	64175
ENSG00000164008	C1orf50	43232940	43263968	1	79078
ENSG00000228452	RP5-994D16.9	43241484	43242461	1	NA
ENSG00000177868	CCDC23	43272723	43282954	1	374969
ENSG00000164010	ERMAP	43282795	43310660	1	114625
ENSG00000228192	RP11-342M1.3	43300352	43312093	1	NA
ENSG00000164011	ZNF691	43312280	43318148	1	51058
ENSG00000233708	RP11-342M1.7	43352268	43354438	1	NA
ENSG00000117394	SLC2A1	43391052	43424530	1	6513
ENSG00000227533	SLC2A1-AS1	43424720	43449029	1	440584
ENSG00000186973	FAM183A	43610824	43622067	1	440585
ENSG00000117395	EBNA1BP2	43629846	43736607	1	10969
ENSG00000243710	WDR65	43637820	43720029	1	149465
ENSG00000179178	TMEM125	43735665	43739673	1	128218
ENSG00000253313	C1orf210	43747554	43751288	1	149466
ENSG00000066056	TIE1	43766664	43788779	1	7075
ENSG00000117400	MPL	43803478	43818443	1	4352
ENSG00000234694	RP1-92O14.3	43820355	43824329	1	105378687
ENSG00000117399	CDC20	43824626	43828874	1	991
ENSG00000066322	ELOVL1	43829068	43833696	1	64834
ENSG00000159479	MED8	43849588	43855479	1	112950
ENSG00000229431	RP1-92O14.6	43850784	43854826	1	NA
ENSG00000198198	SZT2	43855553	43918321	1	23334
ENSG00000229372	SZT2-AS1	43913447	43914315	1	NA
ENSG00000178922	HYI	43916824	43919660	1	81888
ENSG00000229348	HYI-AS1	43919598	43922666	1	NA
ENSG00000142949	PTPRF	43990858	44089343	1	5792
ENSG00000066135	KDM4A	44115829	44171186	1	9682
ENSG00000236200	KDM4A-AS1	44165436	44173809	1	100132774
ENSG00000126091	ST3GAL3	44171495	44396831	1	6487
ENSG00000229444	RP11-184I16.4	44175063	44193014	1	101929592
ENSG00000117407	ARTN	44398992	44402913	1	9048
ENSG00000237950	RP11-7O11.3	44410042	44412223	1	NA
ENSG00000117408	IPO13	44412611	44433694	1	9670
ENSG00000132768	DPH2	44435672	44439041	1	1802
ENSG00000117410	ATP6V0B	44440159	44443967	1	533
ENSG00000117411	B4GALT2	44444615	44456840	1	8704
ENSG00000159214	CCDC24	44457031	44462200	1	149473
ENSG00000196517	SLC6A9	44457172	44497139	1	6536
ENSG00000230615	RP5-1198O20.4	44501798	44570647	1	107984948
ENSG00000271647	KRT8P47	44568978	44570375	1	NA
ENSG00000171872	KLF17	44584522	44600812	1	128209
ENSG00000178028	DMAP1	44679127	44686353	1	55929
ENSG00000117419	ERI3	44686742	44820932	1	79033
ENSG00000233602	ERI3-IT1	44709080	44709945	1	100874278
ENSG00000187147	RNF220	44870866	45117396	1	55182
ENSG00000126106	TMEM53	45100910	45140227	1	79639
ENSG00000198520	C1orf228	45140364	45191263	1	339541
ENSG00000142945	KIF2C	45205490	45233439	1	11004
ENSG00000225721	RP11-269F19.2	45224709	45241482	1	NA
ENSG00000142937	RPS8	45240923	45244451	1	6202
ENSG00000142959	BEST4	45249257	45253377	1	266675
ENSG00000173846	PLK3	45265897	45271662	1	1263
ENSG00000188396	TCTEX1D4	45271585	45272957	1	343521
ENSG00000222009	BTBD19	45274154	45281257	1	149478
ENSG00000117425	PTCH2	45285516	45308735	1	8643
ENSG00000226499	RP5-882O7.1	45309593	45309754	1	NA
ENSG00000070785	EIF2B3	45316450	45452282	1	8891
ENSG00000126107	HECTD3	45468212	45477001	1	79654
ENSG00000126088	UROD	45477819	45481247	1	7389
ENSG00000162415	ZSWIM5	45482071	45771881	1	57643
ENSG00000186603	HPDL	45792545	45794347	1	84842
ENSG00000132781	MUTYH	45794835	45806142	1	4595
ENSG00000132773	TOE1	45805342	45809647	1	114034
ENSG00000070759	TESK2	45809555	45956872	1	10420
ENSG00000236624	CCDC163P	45959538	45965751	1	NA
ENSG00000132763	MMACHC	45965725	45976739	1	25974
ENSG00000117450	PRDX1	45976708	45988719	1	5052
ENSG00000117448	AKR1A1	46016215	46035721	1	10327
ENSG00000132780	NASP	46049518	46084566	1	4678
ENSG00000159588	CCDC17	46085716	46089729	1	149483
ENSG00000159592	GPBP1L1	46092976	46153785	1	60313
ENSG00000225447	RPS15AP10	46111488	46111869	1	NA
ENSG00000234329	RP11-767N6.2	46116711	46117498	1	NA
ENSG00000159596	TMEM69	46152886	46160115	1	51249
ENSG00000230896	RP11-767N6.7	46160356	46162747	1	NA
ENSG00000197429	IPP	46159996	46216322	1	3652
ENSG00000086015	MAST2	46252659	46501796	1	23139
ENSG00000117461	PIK3R3	46505812	46642160	1	8503
ENSG00000226957	RP4-533D7.4	46512490	46514040	1	NA
ENSG00000227857	RP4-533D7.5	46600203	46604753	1	101929626
ENSG00000117472	TSPAN1	46640745	46651630	1	10103
ENSG00000250719	RP11-322N21.2	46641158	46642150	1	110117498
ENSG00000085998	POMGNT1	46654354	46685977	1	55624
ENSG00000171357	LURAP1	46669006	46686933	1	541468
ENSG00000085999	RAD54L	46713360	46744145	1	8438
ENSG00000132128	LRRC41	46726868	46769280	1	10489
ENSG00000173660	UQCRH	46769303	46782448	1	7388
ENSG00000117481	NSUN4	46805849	46830824	1	387338
ENSG00000117480	FAAH	46859937	46879520	1	2166
ENSG00000232022	RP5-1109J22.1	46897801	46911193	1	NA
ENSG00000224863	RP5-1109J22.2	46912345	46915376	1	101929651
ENSG00000197587	DMBX1	46972668	46979898	1	127343
ENSG00000269956	MKNK1-AS1	47004368	47035927	1	100507423
ENSG00000162456	KNCN	47011316	47017199	1	148930
ENSG00000079277	MKNK1	47023090	47082515	1	8569
